Product,Hub_Component,Basis_Component,Risk_Adjustment,Fixed_Price_$/MWh
RT Hub,59.243050847457624,0.0,-2.842170943040401e-14,59.286663114056985
DA Hub,59.243050847457624,0.0,-2.842170943040401e-14,59.286663114056985
RT Busbar,59.243050847457624,-10.230557157983238,5.395162400846488,53.615103676701665
DA Busbar,59.243050847457624,-10.45330178785309,5.1981628887600735,53.18282436461687
